"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"Méthode Facture",,"2013-04-16",172,"D",5,"A",1947,94,50.551433,3.052942,"Vente","Maison Individuelle","59560","59","Rue des Paves 59113 Seclin",0.5
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-12",395,"F",92,"G",1948,90,49.603279,2.553474,"Vente","Maison Individuelle","60200","60","4 Rue de Godenvillers 60420 Domfront",0.33
"Méthode Facture",,"2013-04-15",232,"E",7,"B",1947,120,45.9581828,2.1731078,"Vente","Maison Individuelle","61700","61","Petite Rue du Mont (Escalier) Aubusson",0.76
"3CL - DPE","V2012","2013-04-13",589.9,"G",52.49,"E",1952,51.77,50.465979,1.589028,"Vente","Maison Individuelle","62571","62","126 Rue des Flaques 62155 Merlimont",0.94
"3CL - DPE","V2012","2013-04-04",117.29,"C",35.19,"D",1900,68,45.464999,3.339676,"Vente","Maison Individuelle","63022","63","4 Rue de la Croze 63570 Auzat-la-Combelle",0.61
"3CL - DPE","V2012","2013-04-17",54.04,"B",12.65,"C",1850,53.38,43.2810755,-0.3980108,"Vente","Logement","64445","64","Rue Mathieu Lalanne (Chemin) Jurançon",0.77
"3CL - DPE","V2012","2013-04-11",538.77,"G",122.47,"G",1957,67.09,43.207905,0.097102,"Vente","Maison Individuelle","65433","65","1 Impasse Gabriel Péri 65430 Soues",0.94
"3CL - DPE","V2012","2013-04-05",321.88,"E",77.9,"F",1969,94.5,42.604011,2.402329,"Location","Maison Individuelle","66161","66","6 Rue du Pla 66500 Ria-Sirach",0.94
"Méthode Facture",,"2013-04-16",185,"D",55,"E",1947,84.5,49.1659974,5.4049208,"Location","Logement","67000","67","Nécropole nationale du Faubourg-Pavé (Tombeau) Verdun",0.72
"3CL - DPE","V2012","2013-04-12",0,"N",0,"N",1930,100.8,48.262866,7.226121,"Vente","Logement","68294","68","60 Rue Maurice Burrus 68160 Sainte-Croix-aux-Mines",0.94
"3CL","3CL-DPE, version 1.3","2013-04-10",254,"E",47,"E",1978,97,45.7267622,-1.1763092,"Location","Maison Individuelle","69470","69","Impasse des Pins (Chemin) Les Mathes",0.75
"3CL - DPE","V2012","2013-04-22",116.6,"C",27.28,"D",1947,69.8,45.5471311,3.2534491,"Vente","Logement","70064","70","Avenue Jean Jaurès (Pont) Issoire",0.77
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",294,"E",16,"C",2006,87,43.555801,5.570154,"Location","Maison Individuelle","71600","71","Les Plaines (Abri) Vauvenargues",0.89
"3CL - DPE","V2012","2013-04-11",277.94,"E",14.41,"C",1975,165.94,47.75826,0.396998,"Location","Maison Individuelle","72028","72","Lieu Dit la Chataigneraie 72500 Beaumont-Pied-de-Bœuf",0.68
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-29",225,"D",52,"E",2001,37.5,45.505977,6.568161,"Vente","Logement","73190","73","Rue des Longes 73600 Notre-Dame-du-Pré",0.33
"3CL","3CL-DPE, version 1.3","2013-04-11",0,"N",0,"N",1975,20.9,45.957477,6.386931,"Vente","Logement","74110","74","Rte de la Resistance 74130 Glières-Val-de-Borne",0.33
"Méthode Facture",,"2013-04-11",692,"G",22,"D",1947,23.86,46.3328388,6.0553647,"Vente","Logement","75019","75","Rue Leone de Joinville (Pont) Gex",0.76
"3CL - DPE","V2012","2013-04-03",299.81,"E",17.4,"C",1975,115,49.7477919,4.6826435,"Vente","Maison Individuelle","76291","76","Rue des Prés Glacerons (Chemin) Prix-lès-Mézières",0.71
"TROIS_CL_DPE","VERSION_2012","2013-04-10",353.56,"F",18.79,"C",2001,60,50.8726935,2.5509253,"Vente","Maison Individuelle","77008","77","Rue de la Briqueterie (Pont) Herzeele",0.82
"TROIS_CL_DPE","VERSION_2012","2013-04-12",163.01,"D",38.14,"E",1980,98.07,47.1772503,-1.5947282,"Vente","Logement","78423","78","Rue Christophe Colomb (Pont) Bouguenais",0.82
"3CL","3CL-DPE, version 1.3","2013-04-11",184,"D",8,"B",1989,66,46.1171738,5.3246268,"Vente","Maison Individuelle","79800","79","Route de Salles (Pont) Saint-Martin-du-Mont",0.74
"Méthode Facture",,"2013-04-09",211,"D",49,"E",1947,128,,,"Vente","Maison Individuelle","80300","80",,0
"3CL - DPE","V2012","2013-04-29",201.56,"D",10.37,"B",2012,107.4,43.660218,2.025675,"Vente","Maison Individuelle","81286","81","Route du Château 81220 Serviès",0.67
"3CL - DPE","V2012","2013-04-18",103.5,"C",6.69,"B",1950,249.79,43.999676,1.408905,"Vente","Maison Individuelle","82121","82","2173 Route de Saint- Martial 82000 Montauban",0.88
"Facture","facture","2013-04-09",0,"N",0,"N",6060,80,,,"Vente","Maison Individuelle","83630","83",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",335,"F",17,"C",1975,115.85,,,"Location","Maison Individuelle","84220","84",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",131,"C",23,"D",1989,117.5,48.6039332,2.5451389,"Vente","Maison Individuelle","85170","85","Rue des Charmes (Chemin piéton) Savigny-le-Temple",0.74
"3CL","3CL-DPE, version 1.3","2013-04-12",193,"D",10,"B",2001,123.45,47.2883751,-0.1466251,"Vente","Maison Individuelle","86600","86","Chemin du Champ de la Croix Saumur",0.77
"3CL - DPE","V2012","2013-04-11",390.6,"F",23.83,"D",1981,135.4,45.882442,0.860472,"Vente","Maison Individuelle","87030","87","Rue de la Ribière 87200 Chaillac-sur-Vienne",0.6
"Méthode Facture",,"2013-04-11",128,"C",2,"A",1947,95,48.407459,6.539619,"Vente","Maison Individuelle","88110","88","18 Rue de Fauconcourt 88700 Clézentaine",0.44
"3CL - DPE","V2012","2013-05-02",227.91,"D",53.33,"E",1930,112,48.318483,3.124014,"Vente","Maison Individuelle","89074","89","20 Rue des Caves 89340 Champigny",0.62
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",487,"G",114,"G",1948,95,48.430425,-4.3873349,"Vente","Maison Individuelle","90000","90","Rue Claude Bernard (Route en construction) Guipavas",0.8
"3CL","3CL-DPE, version 1.3","2013-04-10",177,"D",41,"E",1984,79.04,46.6885433,5.5591358,"Vente","Maison Individuelle","91560","91","Rue Georges Bizet (Chemin) Lons-le-Saunier",0.8
"Méthode Facture",,"2013-04-16",379,"F",12,"C",1947,31,,,"Vente","Logement","92600","92",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",347,"F",81,"G",1948,74,49.984086,1.5514585,"Vente","Maison Individuelle","93290","93","Rue de Normandie (Pont) Longroy",0.75
"3CL","3CL-DPE, version 1.3","2013-04-12",439,"F",102,"G",1948,64.34,,,"Location","Logement","94130","94",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",344,"F",19,"C",1989,39,48.8968254,2.2595942,"Vente","Logement","95800","95","Place des trois frères Rocquigny (Parc) Courbevoie",0.73
"3CL","Version 1.3","2013-04-08",319.91,"E",18.2,"C",1976,102.38,48.3731394,6.9259729,"Vente","Maison Individuelle","63000","01","Chemin de la Bruyère Moyenmoutier",0.79
"3CL - DPE","V2012","2013-04-23",373.3,"F",19.83,"C",1949,48,,,"Vente","Logement","2304","02",,0
"Méthode Facture",,"2013-04-24",192,"D",2,"A",1947,250,46.128443,3.325279,"Vente","Maison Individuelle","03110","03","12 Route de Vendat 03110 Espinasse-Vozelle",0.57
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",571,"G",34,"D",1983,57,43.7679617,1.4480438,"Vente","Maison Individuelle","04500","04","Chemin de Sainte-Croix Gargas",0.91
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",631,"G",38,"E",1978,44,,,"Vente","Logement","05600","05",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",63,"B",14,"C",2006,95.45,,,"Location","Logement","06270","06",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",279,"E",3,"A",1948,173,,,"Vente","Maison Individuelle","07400","07",,0
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,60,,,"Vente","Maison Individuelle","08000","08",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",123,"C",28,"D",1989,131.79,,,"Vente","Maison Individuelle",,"09",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",246,"E",14,"C",2006,103.38,48.212424,4.090748,"Vente","Maison Individuelle","10260","10","22 Rue des Clos 10800 Moussey",0.57
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",195,"D",9,"B",1989,35,,,"Vente","Maison Individuelle","11430","11",,0
"3CL - DPE","V2012","2013-05-10",477.58,"G",122.91,"G",1974,76.43,45.7763415,4.8109737,"Location","Maison Individuelle","12043","12","Petit Parc Serin Lyon",0.88
"3CL","3CL-DPE, version 1.3","2013-04-12",210,"D",12,"C",1981,94.32,,,"Vente","Maison Individuelle","13011","13",,0
"3CL","3CL-DPE, version 1.3","2013-04-14",287,"E",15,"C",1989,95,48.1851916,-1.9176185,"Vente","Maison Individuelle","14790","14","Rue du Clos des Pommiers (Route en construction) Pleumeleuc",0.78
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",269,"E",63,"F",1948,108,44.8860186,2.3812812,"Vente","Maison Individuelle","15000","15","Chemin Reliant à la Rue des Alouettes Ytrac",0.76
"FACTURE - DPE","V2012","2013-04-09",28.26,"A",6.61,"B",2006,87.5,45.63127,0.166008,"Neuf","Maison Individuelle","16015","16","Hameau des Rossignols 16000 Angoulême",0.86
"3CL - DPE","V2012","2013-04-12",185.9,"D",3.54,"A",1949,136.58,45.773156,-1.155143,"Vente","Maison Individuelle","17452","17","55 Rue de la Garde 17390 La Tremblade",0.56
"3CL - DPE","V2012","2013-04-25",0,"N",0,"N",1800,77.32,47.1550129,2.1399598,"Vente","Maison Individuelle","18014","18","Domaine de La Brosse (Corps de ferme) Brinay",0.9
"Méthode Facture",,"2013-05-16",122,"C",3,"A",1947,58,45.349488,1.638347,"Vente","Logement","19100","19","26 Rue Hortense Martin 19700 Lagraulière",0.62
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",189,"D",7,"B",2001,50.52,,,"Vente","Logement","21000","21",,0
"FACTURE","VERSION_2012","2013-05-01",410.77,"F",13.37,"C",1947,70,48.701707,-3.372819,"Vente","Maison Individuelle","22030","22","Chemin Kerangars 22300 Caouënnec-Lanvézéac",0.55
"TROIS_CL_DPE","VERSION_2012","2013-04-23",678.34,"G",36.63,"E",1966,92,46.255045,1.76284,"Vente","Maison Individuelle","23036","23","1 Rue Paul Chaumanet 23320 Bussière-Dunoise",0.38
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",226,"D",10,"B",2006,90,,,"Vente","Maison Individuelle","24200","24",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",638,"G",168,"G",1948,90,,,"Vente","Maison Individuelle","25200","25",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",209,"D",49,"E",1948,103.89,,,"Vente","Maison Individuelle","26800","26",,0
"TROIS_CL_DPE","VERSION_2012","2013-04-22",166.83,"D",39.03,"E",2008,106,49.171582,1.331484,"Location","Maison Individuelle","27022","27","14 Rue de la Crequinière 27940 Le Val d'Hazey",0.57
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",380,"F",21,"D",1948,77,48.538401,1.153282,"Vente","Maison Individuelle","28130","28","18 Rue de Milleschamps 28250 Digny",0.54
"TROIS_CL_DPE","VERSION_2012","2013-04-23",240.53,"E",53.8,"E",1968,96.74,47.856283,-4.038611,"Vente","Maison Individuelle","29058","29","15 Chemin de Ménez Rouz 29170 Fouesnant",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",138,"C",32,"D",7000,94.73,,,"Location","Logement","20000","2A",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",130,"C",5,"A",2006,129.59,,,"Vente","Maison Individuelle","20233","2B",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",181,"D",9,"B",2006,72,,,"Vente","Logement","30420","30",,0
"3CL","3CL-DPE, version 1.3","2013-04-09",221,"D",11,"C",2001,49.41,,,"Vente","Logement","31300","31",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",448,"F",57,"F",1948,92,48.7122073,6.1690476,"Vente","Maison Individuelle","32190","32","Rue Lafayette (Pont) Maxéville",0.73
"3CL","3CL-DPE, version 1.3","2013-04-10",160,"D",7,"B",2006,127.88,,,"Vente","Maison Individuelle","33650","33",,0
"3CL","3CL-DPE, version 1.3","2013-04-09",437,"F",42,"E",1948,43.86,,,"Location","Logement","34080","34",,0
"Facture","facture","2013-04-12",0,"N",0,"N",1948,30,48.188557,-1.227916,"Vente","Maison Individuelle","35330","35","La Gillouardais 35500 Taillis",0.6
"Méthode Facture",,"2013-04-12",204,"D",31,"D",1947,147,46.539363,1.639672,"Vente","Maison Individuelle","36160","36","Champ de la Tuilerie 36190 Pommiers",0.3
"3CL - DPE","V2012","2013-04-11",112.31,"C",33.69,"D",1900,133.07,47.503267,0.686748,"Vente","Maison Individuelle","37047","37","62 Rue du Gué Bolin 37390 Cerelles",0.39
"Méthode Facture",,"2013-04-05",217,"D",65,"F",1,50.46,,,"Vente","Logement","38270","38",,0
"3CL - DPE","V2012","2013-05-04",262.83,"E",10.11,"B",1975,88,46.872955,5.434772,"Vente","Maison Individuelle","39472","39","1 Chemin de la Louvaire 39230 Rye",0.93
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",179,"D",8,"B",2006,95,43.652674,-0.795046,"Location","Maison Individuelle","40090","40","Route de Labartouille 40360 Donzacq",0.59
"3CL - DPE","V2012","2013-04-15",200.64,"D",60.19,"F",1974,164.67,47.496332,1.114069,"Vente","Maison Individuelle","41137","41","22 Route de la Grivelière 41150 Mesland",0.79
"3CL - DPE","V2012","2013-04-09",318.57,"E",74.55,"F",1970,75.93,45.433924,4.415696,"Vente","Logement","42218","42","146 Rue de la Richelandiere 42100 Saint-Étienne",0.96
"3CL - DPE","V2012","2013-04-04",329.24,"E",18.54,"C",2008,91.64,45.402658,3.311797,"Vente","Maison Individuelle","43185","43","3 Impasse Marielle et Elvire Barbier 43250 Sainte-Florine",0.92
"3CL - DPE","V2012","2013-04-11",319.73,"E",17.31,"C",2002,82.2,48.1036629,1.3873032,"Vente","Maison Individuelle","44008","44","Rue Sainte-Anne (Chemin) Donnemain-Saint-Mamès",0.79
"TROIS_CL_DPE","VERSION_2012","2013-04-15",319.72,"E",17.91,"C",2004,43.04,43.6746482,4.6373871,"Location","Logement","45006","45","Boulevard Victor Hugo (Pont) Arles",0.75
"3CL - DPE","V2012","2013-05-07",201.16,"D",45.34,"E",1974,201,44.707559,1.4579855,"Vente","Maison Individuelle","46241","46","(Hôtel de ville) Saint-Cirq-Souillaguet",0.89
"3CL - DPE","V2012","2013-05-02",149.26,"C",7.26,"B",1991,124,,,"Vente","Maison Individuelle","47017","47",,0
"Méthode Facture",,"2013-05-07",0,"N",0,"N",1947,75,,,"Vente","Maison Individuelle","48250","48",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",621,"G",38,"E",1948,86,47.40476,-0.922122,"Vente","Maison Individuelle","49160","49","Rue du Champ de Foire 49123 Ingrandes-Le Fresne sur Loire",0.53
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",285,"E",85,"G",1948,140,,,"Vente","Maison Individuelle","50690","50",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-24",300,"E",16,"C",1978,98,48.640368,4.688924,"Vente","Maison Individuelle","51300","51","17 Grande Rue 51290 Isle-sur-Marne",0.31
"Méthode Facture",,"2013-05-06",360,"F",6,"B",1947,113,48.053535,5.590389,"Vente","Maison Individuelle","52320","52","Rue de la Grande Violette 52240 Merrey",0.65
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",260,"E",54,"E",1948,85,48.119494,-0.719943,"Location","Maison Individuelle","53140","53","19 Rue des Rosiers 53950 Louverné",0.57
"3CL - DPE","V2012","2013-04-15",324.64,"E",18.68,"C",1974,56.08,,,"Vente","Maison Individuelle","001","54",,0
"Méthode Facture",,"2013-04-17",0,"N",0,"N",1947,68,49.335826,5.116506,"Vente","Maison Individuelle","55140","55","4 Rue de la Fontaine 55110 Cunel",0.44
"3CL","3CL-DPE, version 1.3","2013-04-10",355,"F",80,"F",1948,65,,,"Vente","Maison Individuelle","56870","56",,0
"TROIS_CL_DPE","VERSION_2012","2013-04-12",292.08,"E",87.62,"G",1960,152.8,48.0306183,3.8526043,"Vente","Maison Individuelle","57048","57","Chemin dit de la Rue de la Forêt Courtaoult",0.76
"3CL - DPE","V2012","2013-05-03",212,"D",11,"C",2005,91,43.6827478,3.0958678,"Vente","Maison Individuelle","02198","58","Chemin Graissessac",0.8
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",137,"C",32,"D",1983,159,47.8096684,7.3370124,"Vente","Maison Individuelle","59930","59","Parking de la Rue Schweitzer Wittenheim",0.75
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",272,"E",16,"C",1948,150,49.2395945,3.0910139,"Vente","Maison Individuelle","60000","60","Rue de la Briqueterie (Piste cyclable) Villers-Cotterêts",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",570,"G",35,"D",1948,52,48.739442,0.38894,"Vente","Maison Individuelle","61150","61","8 Rue des Jardins 61370 Échauffour",0.46
"3CL - DPE","V2012","2013-04-12",250.75,"E",58.68,"F",1930,118.6,50.5245588,2.6051878,"Vente","Maison Individuelle","62119","62","Rue De Gaulle (Arrêt de bus) Fouquereuil",0.7
"3CL - DPE","V2012","2013-04-12",0,"N",0,"N",1920,42,45.444084,3.287816,"Vente","Maison Individuelle","63031","63","Rue des Combes 63570 Beaulieu",0.93
"Méthode Facture",,"2013-04-19",255,"E",59,"F",1947,53.1,,,"Vente","Logement","64200","64",,0
"3CL - DPE","V2012","2013-04-15",646.25,"G",40.7,"E",1956,88.7,,,"Vente","Maison Individuelle","65360","65",,0
"3CL - DPE","V2012","2013-04-04",0,"N",0,"N",1900,65,42.568255,2.32296,"Vente","Maison Individuelle","66193","66","45 Rue du Sola 66360 Serdinya",0.85
"3CL - DPE","V2012","2013-04-17",302.14,"E",15.89,"C",1983,59,48.5546412,1.0344735,"Vente","Logement","67073","67","Avenue de la Rue Clémenceau (Chemin piéton) Senonches",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",289,"E",86,"G",1978,89,47.777198,7.29112,"Vente","Maison Individuelle","68270","68","5 Rue du Moulin 68120 Richwiller",0.63
"3CL","3CL-DPE, version 1.3","2013-04-10",117,"C",27,"D",1948,95,47.7267746,1.9395875,"Location","Logement","69470","69","Rue Général Leclerc (Pont) La Ferté-Saint-Aubin",0.81
"3CL - DPE","V2012","2013-04-23",224.98,"D",12.56,"C",1947,128,47.629849,6.649898,"Vente","Maison Individuelle","70064","70","4 Route de Courmont 70400 Belverne",0.52
"Méthode Facture",,"2013-04-18",0,"N",0,"N",1947,76,46.525504,4.729732,"Vente","Maison Individuelle","71130","71","Le Bas du Tregot 71460 Chissey-lès-Mâcon",0.41
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",154,"D",36,"E",1948,168,,,"Vente","Maison Individuelle","72000","72",,0
"Méthode Facture",,"2013-05-03",313,"E",73,"F",1947,60,,,"Location","Logement","73300","73",,0
"3CL","3CL-DPE, version 1.3","2013-04-11",507,"G",27,"D",1975,20.9,45.957477,6.386931,"Vente","Logement","74110","74","Rte de la Resistance 74130 Glières-Val-de-Borne",0.33
"Méthode Facture",,"2013-04-11",324,"E",75,"F",1947,54.89,,,"Vente","Logement","75012","75",,0
"3CL - DPE","V2012","2013-04-10",251.07,"E",58.75,"F",1965,61.8,44.0123893,2.9642761,"Vente","Logement","76183","76","Rue du Barry (Pont) Saint-Rome-de-Cernon",0.81
"FACTURE","VERSION_2012","2013-04-11",104.95,"C",1.62,"A",1900,54,48.972512,3.149432,"Location","Logement","77078","77","Rue de la Sonnette 77260 Chamigny",0.46
"FACTURE","VERSION_2012","2013-04-12",261.42,"E",0,"A",1970,8.75,48.7621386,2.1483769,"Vente","Logement","78646","78","Rue Mansart (Chemin piéton) Les Loges-en-Josas",0.75
"3CL - DPE","V2012","2013-04-10",398.09,"F",86.58,"G",1963,71.5,46.823742,-0.660334,"Vente","Maison Individuelle","79062","79","1 Rue Bir Hakeim 79140 Cerizay",0.82
"Méthode Facture",,"2013-04-11",196,"D",36,"E",1947,154,48.84711,2.4519766,"Vente","Maison Individuelle","80300","80","Rue Félix Faure (Piste cyclable) Vincennes",0.7
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",161,"D",37,"E",1948,142.44,,,"Vente","Maison Individuelle","81000","81",,0
"3CL - DPE","V2012","2013-04-24",234.65,"E",4.47,"A",1999,99.86,44.033073,1.354823,"Vente","Maison Individuelle","82121","82","990 Avenue de Falguières 82000 Montauban",0.96
"3CL - DPE","V2012","2013-04-09",129.95,"C",30.41,"D",1961,52.71,46.6867224,4.3589338,"Vente","Logement","83034","83","Avenue des Alouettes (Pont) Montceau-les-Mines",0.81
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",479,"G",25,"D",1948,118.25,,,"Vente","Maison Individuelle","84400","84",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",343,"F",103,"G",1948,95,46.6392395,3.7538613,"Vente","Maison Individuelle","85170","85","Le Petit Robinson (Restaurant) Bourbon-Lancy",0.89
"3CL - DPE","V2012","2013-04-15",290.32,"E",54.57,"E",1972,151,46.542613,0.288405,"Vente","Maison Individuelle","86088","86","Rue de la Berlanderie 86240 Croutelle",0.5
"3CL - DPE","V2012","2013-04-16",443.48,"F",103.78,"G",1953,98,,,"Vente","Maison Individuelle","87030","87",,0
"3CL - DPE","V2012","2013-04-13",375.22,"F",50.22,"E",1962,90,,,"Vente","Maison Individuelle","88002","88",,0
"Méthode Facture",,"2013-04-16",568,"G",155,"G",1947,70,47.5050205,4.0907974,"Vente","Maison Individuelle","89420","89","Autoroute du Soleil (Pont) Savigny-en-Terre-Plaine",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",315,"E",18,"C",1983,65.94,,,"Location","Logement","90000","90",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",345,"F",19,"C",1989,27.5,49.2931911,1.0040867,"Location","Logement","91430","91","Rue Guynemer (Pont) Elbeuf",0.9
"3CL","Version 1.3","2013-04-17",182.63,"D",42.74,"E",1978,69.56,,,"Location","Logement","63000","92",,0
"FACTURE","VERSION_2012","2013-04-16",238.69,"E",55.85,"E",1930,81,43.116722,1.611349,"Vente","Maison Individuelle","93079","93","Maison au 28 rue Gabriel-Péri (Patrimoine national) Pamiers",0.76
"3CL - DPE","V2012","2013-04-13",210.37,"D",10.01,"B",2007,82,48.0787878,7.3488239,"Vente","Logement","94058","94","Avenue du Général de Gaulle (Pont) Colmar",0.81
